university,career,insription_date,first_name,last_name,gender,age,postal_code,location,email
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-04,ROBIN,GRANT,F,0.0,[9020],ARROYO QUILLA,CHARLESEDWARDS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-10,ROBIN,ROWLAND,F,11.0,[3177],ALTAMIRANO NORTE,ASHLEYBROWN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-11,JULIA,WEBB,F,-42.0,[2946],EL ESPINILLO,DLEE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-16,CRYSTAL,CAMPOS,F,3.0,[3466],ABALO,WEBSTERDON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-16,KIMBERLY,HUFF,F,-20.0,[2631],CORA,INEAL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-17,LISA,BELL,F,18.0,[6553],LA TORRECITA,SARA34@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-17,NICHOLAS,JOHNSON,M,-1.0,[3224],LA BLANQUEADA,JONATHAN79@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-10-22,JAMIE,WILSON,F,32.0,[4163],HUASA PAMPA NORTE,NELSONBRIAN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-02,ERICA,SMITH,F,-19.0,[1737],KILOMETRO 77,JOCELYN41@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-07,KIMBERLY,KANE,F,45.0,[5380],CHAMICAL,RACHELBROWN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-08,ALYSSA,HERNANDEZ,F,10.0,"[3414, 3427]",ABRA,HUGHESJESSICA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-11,SARAH,BYRD,F,6.0,[6433],ARTURO VATTEONE,XAVIERDELACRUZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-13,EMILY,LEONARD,F,-8.0,[1613],LOS POLVORINES,EVANSROBIN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-17,MICHELLE,PORTER,F,8.0,[8154],CALVO,FOSTERBENJAMIN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-11-24,BARBARA,PEREZ,F,-15.0,[4503],ARRAYANAL,CLARKMICHAEL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-09,ANDREA,MOODY,F,25.0,[2501],BERRETTA,ROBERTSOTO@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-09,JENNIFER,JONES,F,-20.0,[6201],CHANILAO,CHRISTOPHERROSE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-10,JUAN,TAYLOR,M,-19.0,[4164],BAJASTINE,JULIEHENRY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-12,RYAN,TURNER,M,-5.0,[3705],10 DE MAYO,HEATHERHARRIS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-15,CHERYL,JACOBS,F,28.0,[3732],COLONIA ABATE,VINCENT49@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-17,MELISSA,PARKS,F,-11.0,[5570],ALTO DEL SALVADOR,BRENDAN00@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-23,PAUL,BARRON,M,10.0,[2828],COLONIA NUEVA MONTEVIDEO,NICHOLEMONTOYA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-25,KATHLEEN,BARBER,F,45.0,[1727],B LOS AROMOS SAN PATRICIO,KATHERINEFARLEY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-28,JOSE,THOMPSON,M,-12.0,[5444],AMPACAMA,HUTCHINSONKAREN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2020-12-30,JESSICA,SMITH,F,-36.0,[6221],CEBALLOS,WALKERCHRISTOPHER@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-01,ERIN,LUNA,F,17.0,[8520],AGUADA DEL LORO,JENNIFERBURKE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-01,TAYLOR,THOMAS,M,-4.0,[8170],ABRA DE HINOJO,THOMPSONRICHARD@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-04,JEREMY,CAMPBELL,M,-33.0,[2407],CAMPO CLUCELLAS,JESSICA22@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-05,NANCY,DANIELS,F,11.0,[3267],CAÑADA DE LAS OVEJAS,PHYLLIS56@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-05,TERRY,AGUILAR,F,-11.0,[3507],LA EDUVIGIS,BMCGUIRE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-10,ELIZABETH,YATES,F,-38.0,"[4705, 5385]",AGUADITA,STEVENTHOMAS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-10,TAYLOR,HARMON,F,10.0,[2705],HARAS SAN JACINTO,HENDRICKSGARY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-13,JENNIFER,HALE,F,-15.0,[3036],AROMOS,KATHERINECAREY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-14,SARAH,GONZALES,F,11.0,[4616],BARCENA,FIGUEROARICHARD@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-15,DONNA,MORRISON,F,-20.0,[4603],CATAMONTAÑA,DENNIS36@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-19,MEGAN,BRADLEY,F,31.0,[5587],BARCALA,DESTINY55@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-20,STACEY,DURAN,F,25.0,[3560],CAMPO UBAJO,GREENESTEVEN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-23,AMY,SMITH,F,38.0,[5500],CERRO ACONCAGUA,ANDREW80@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-26,MITCHELL,GONZALEZ,M,46.0,[6700],CAMINERA LUJAN,JACKSONPATRICIA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-01-29,NICHOLAS,SHAW,M,39.0,[7003],ACEILAN,MARYMASON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,2021-02-01,KYLE,MELENDEZ,M,7.0,[1776],9 DE ABRIL,EMILYCURRY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-08,JESSE,BALDWIN,M,-35.0,[5436],COLONIA ZAPATA,SNYDERBRIAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-09,KIMBERLY,GONZALEZ,F,30.0,[8183],AVESTRUZ,SCHMIDTMARIA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-12,NATASHA,EDWARDS,F,45.0,[8415],ARROYO LAS MINAS,ADAMRAMIREZ@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-14,MICHAEL,MUNOZ,M,-45.0,[4234],ACHALCO,WHITNEY22@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-16,GLORIA,COOPER,F,14.0,"[6269, 7408]",LA COLINA,HANDERSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-17,ANDREA,JACKSON,F,23.0,[2821],ARROYO DEL CURA,ROBERTSJOSE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-20,GEOFFREY,SHEA,M,32.0,[3569],BARROS PAZOS,MILLERMONICA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-24,KIMBERLY,DAVILA,F,-32.0,[3515],CAPITAN SOLARI,WILLIAMSKARA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-26,CAROL,MORTON,F,23.0,[4152],AGUILARES,LAWSONLESLIE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-27,CHRISTIAN,ROSS,M,44.0,[1847],RAFAEL CALZADA,TRACIE62@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-09-30,JENNIFER,RAY,F,5.0,[6034],COLONIA ALBERDI,DAVID54@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-02,STEPHANIE,MARTIN,F,-12.0,[2340],CERES,NSANCHEZ@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-05,PAMELA,PHILLIPS,F,6.0,[4700],BANDA VARELA,MPOPE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-10,WILLIAM,ROGERS,M,5.0,[3372],CATARATAS DEL IGUAZU,BLAKE61@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-12,MICHAEL,THOMPSON,M,3.0,[3382],COLONIA CUNCI,QJOHNSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-15,NANCY,GARDNER,F,-3.0,[6725],CARMEN DE ARECO,JASON02@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-23,SHAWN,PARKS,M,-1.0,[2752],ALMACEN EL DESCANSO,RANDALL72@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-28,ASHLEY,MILLER,F,31.0,[2747],CORONEL ISLEÑOS,WJIMENEZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-30,NATHAN,MARTIN,M,31.0,[3150],ALGARROBITOS 1RO,HANSENBRYAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-10-31,KATHLEEN,SHARP,F,-45.0,[5707],AGUADITAS,GATESNANCY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-06,VANESSA,CHAVEZ,F,26.0,[1987],ALEGRE,UHALEY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-08,RONALD,BRAUN,M,-10.0,[9031],BAJO LA CANCHA,PAIGEGOODWIN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-12,MELISSA,HERNANDEZ,F,8.0,[5770],CHACRAS VIEJAS,LEWISRANDY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-18,JUAN,MANN,M,34.0,[5544],GOBERNADOR BENEGAS,AGUIRREJENNIFER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-20,REGINA,BAUER,F,37.0,[3050],CALCHAQUI,HWELLS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-20,SUSAN,SIMMONS,F,13.0,[2214],ALDAO,SARAH17@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-21,RICHARD,MILLER,M,-6.0,[3448],ALAMO,JUSTIN89@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-22,AMBER,GRAHAM,F,-8.0,[6361],AGUSTONI,KRISTINACOMPTON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-23,MARY,BAILEY,F,36.0,[1862],AMERICA UNIDA,REGINACHURCH@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-11-27,CRAIG,YOUNG,M,12.0,[3306],CENTINELA,DANIEL34@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-02,MATTHEW,ROMERO,M,19.0,[7112],AGUAS VERDES,JOSEPH54@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-02,TAYLOR,KRAMER,M,5.0,[8401],CULLIN MANZANO,COURTNEY43@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-04,PAULA,WALKER,F,-27.0,[8172],ARROYO CORTO,DALTONJUSTIN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-06,HALEY,ANDREWS,F,-12.0,[5261],AGUA DEL SIMBOL,SEAN04@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-08,JASON,VILLEGAS,M,27.0,[2806],LAS PALMAS,JOHN30@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-17,CHRISTOPHER,MEZA,M,13.0,[3543],COLONIA LOTE 12,CORDOVAPAUL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2020-12-27,RACHEL,MASON,F,49.0,[2500],CAÑADA DE GOMEZ,GARZAPATRICIA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-02,JOSHUA,FARRELL,M,46.0,[2214],ALDAO,BIRDERICA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-05,SHELBY,JOHNSON,F,-23.0,[8138],ANZOATEGUI,GEOFFREYFLEMING@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-06,NICHOLE,FLORES,F,11.0,[3200],COLONIA LOS SAUCES,COLLINSSTEPHEN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-06,NICOLE,WARE,F,0.0,[3032],NELSON,CWILLIAMS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-08,SCOTT,LEWIS,M,-42.0,[6431],ESTACION LAGO EPECUEN,BROWNMARY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-10,BETH,ANDERSON,F,-11.0,[3222],BUEN RETIRO,WEAVERMAUREEN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-17,GINA,LEE,F,7.0,[3357],BARRA BONITA,KARENROBERSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-21,ERIC,HARRINGTON,M,37.0,"[2723, 3057]",ESTANCIA LAS GAMAS,STEVENMCMILLAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-21,JUAN,BURGESS,M,10.0,[3380],9 DE JULIO KILOMETRO 20,RACHELLEWIS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-25,VICTORIA,HIGGINS,F,29.0,[4631],ANTIGUO,WEBSTERBRADLEY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,2021-01-30,BARBARA,SMITH,F,-8.0,[1755],RAFAEL CASTILLO,RICHARDSONMONICA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-05,THOMAS,GILLESPIE,M,17.0,[3421],BAJO GUAZU,GCRAWFORD@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-14,JULIE,MURRAY,F,0.0,[6603],INGENIERO WILLIAMS,SWILSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-20,MALLORY,VILLARREAL,F,41.0,[3302],AGUARA CUA,PORTERDAVE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-24,KARL,KELLY,M,24.0,[1822],VALENTIN ALSINA,GARYMOORE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-24,KEVIN,BURTON,M,-2.0,[6015],CAMPO COLIQUEO,OWOLFE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-09-27,HALEY,WILLIAMS,F,29.0,[8508],AMBROSIO P LEZICA,MCGUIREKAREN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-08,CURTIS,NGUYEN,M,-13.0,[2301],BELLA ITALIA,JACKSONCRYSTAL@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-11,MICHAEL,LAMB,M,-12.0,[1737],KILOMETRO 77,RACHEL86@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-15,MALIK,HENRY,M,47.0,[3144],ALCARAZ 1RO,FOXCARL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-18,JOSEPH,DAVIS,M,-32.0,[9407],28 DE NOVIEMBRE,MICHELE61@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-28,TAMMY,THOMPSON,F,-44.0,[7106],LAS TONINAS,MKENNEDY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-29,KENNETH,ROBINSON,M,4.0,[3164],COLONIA RIVAS,UCOCHRAN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-10-30,CHARLES,MASON,M,-23.0,[1876],BERNAL ESTE,CSNYDER@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-07,ANTHONY,THOMAS,M,3.0,"[3366, 3701]",ALMIRANTE BROWN,SHARONFARLEY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-09,AMBER,RODRIGUEZ,F,9.0,[5384],PUNTA DE LOS LLANOS,YANGMARC@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-11,KRISTIN,ELLIS,F,25.0,[1647],ZONA DELTA SAN FERNANDO,TRIOS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-11,SUMMER,IRWIN,F,2.0,[7313],16 DE JULIO,LEESUSAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-13,JENNIFER,WILSON,F,-34.0,[5724],ALTO PENCOSO,SMITHMICHELLE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-16,ERICA,WHEELER,F,24.0,[1804],CANNING,JASONSANCHEZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-18,LINDA,RIOS,F,-31.0,[8418],ANECON CHICO,KELLYPRICE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-20,DAVID,RANDOLPH,M,11.0,[6616],CASTILLA,LEAHEDWARDS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-22,DANIEL,SHORT,M,51.0,[6205],EL GUANACO,CINDYHALL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-22,JAMES,PORTER,M,12.0,[1907],EL PINO,HWARD@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-22,LAUREN,GONZALEZ,F,-20.0,[6505],DUDIGNAC,WILLIAMSSAMUEL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-24,MARK,JOHNSON,M,15.0,"[5383, 5275, 4724, 4119, 4750]",AGUA COLORADA,BROWNTRAVIS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-11-29,DAVID,BAKER,M,5.0,[6634],ALBERTI,CHRISTIANSMITH@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-12-10,JEREMIAH,SINGLETON,M,16.0,[3360],ARROYO FEDOR,JENNIFERBARTLETT@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-12-16,PAMELA,WEBER,F,15.0,[6015],CAMPO COLIQUEO,TINACOOPER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-12-17,DAVID,MERCADO,M,-2.0,[5367],CACHIYUYAL,BRANDY46@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-12-23,ALEXIS,CARTER,F,7.0,[6537],EL CAMOATI,LAURA35@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2020-12-27,OMAR,BALDWIN,M,24.0,[1643],BECCAR,RICHARD61@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-04,PATRICK,HARPER,M,48.0,[3553],COLONIA DURAN,YBOND@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-04,RICHARD,BROOKS,M,-21.0,[1909],ARANA,LESLIECHANDLER@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-06,ERIKA,HOWARD,F,3.0,[3474],CHAVARRIA,BUTLERANN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-07,DANIEL,BRYANT,M,-6.0,[8115],BAJO HONDO,BONNIEWHITNEY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-20,DERRICK,HAMMOND,M,-29.0,[9217],CHOLILA,JAMIETANNER@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-20,LANCE,DYER,M,-43.0,[7163],CLAVERIE,DUANEMARQUEZ@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-28,NICOLE,ROBERTS,F,-12.0,[6612],CAPDEPONT,GATESKATHERINE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,2021-01-29,JANET,WYATT,F,51.0,[3056],CAMPO COUBERT,WELLSMICHAEL@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-05,KENNETH,SMITH,M,-33.0,"[4600, 3480]",ALGARROBAL,MARVINFULLER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-07,JULIE,GARCIA,F,9.0,[6712],CORTINES,BASSERIK@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-09,SHEILA,WONG,F,36.0,[3158],20 DE SEPTIEMBRE,SMARTIN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-10,JANET,JENKINS,F,10.0,[6300],BARRANCAS COLORADAS,PATRICK54@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-14,CHARLES,HAYDEN,M,-44.0,"[4506, 6389]",ALEGRIA,JODY40@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-20,JENNIFER,HAWKINS,F,28.0,[1834],TEMPERLEY,MARY45@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-25,TRACY,CAREY,F,16.0,[6725],CARMEN DE ARECO,ROMANLEE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-09-28,JOHN,HARRIS,M,-6.0,[6535],BELLOCQ,BRYANCARMEN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-10-03,TIMOTHY,TOWNSEND,M,43.0,[2453],CARLOS PELLEGRINI,JOHN38@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-10-14,GAIL,WALKER,F,9.0,[2445],CRISTOLIA,UCHUNG@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,2020-10-14,LUIS,ALLEN,M,42.0,[3240],COLONIA EGIDO,YCOHEN@HOTMAIL.COM
